
0.0333333 0.0194748 0.0189296 0.142026 0.0363577 0.0453627 0.0679117 0.00486344 0.00729075 0.00364906 0.00231166 0.000632115 0.00519284 5.90632e-05 6.66542e-06 3.54165e-06 4.23868e-06 5.26635e-06 4.75554e-06 2.67678e-06 
0.0333333 0.0150077 0.0101062 0.0052495 0.00113314 0.000790103 0.000525828 4.65923e-05 4.3759e-05 0.00028765 0.000305441 0.0148963 0.0140527 0.00864442 0.00269597 0.00226171 0.00120917 0.000639392 0.000209574 0.000119601 
0.0333333 0.0797786 0.0484649 0.0478131 0.0109606 0.00902594 0.00829533 0.000564165 0.000526198 0.000315518 0.0006993 0.000622855 0.000594882 0.000124196 3.50947e-05 0.000640368 0.000344551 0.000260075 0.000134269 0.000131158 
0.0333333 0.0149828 0.00873961 0.00455125 0.00717504 0.00575249 0.0106691 0.00131488 0.00542495 0.00298684 0.00273286 0.000730908 0.000802379 0.00120801 0.000575815 0.000383192 0.000251022 0.000246325 0.000459764 0.00079912 
0.0333333 0.0288108 0.0340091 0.0242225 0.0168177 0.0109991 0.00777152 0.000510041 0.0678361 0.321316 0.181093 0.0604529 0.107638 0.056698 0.111028 0.0595291 0.0291601 0.039348 0.113344 0.195232 
0.0333333 0.0181913 0.014798 0.0116633 0.00259771 0.00153593 0.00157635 0.000130671 0.00103081 0.0412058 0.0887087 0.30015 0.262283 0.14626 0.466674 0.277916 0.379334 0.234693 0.12459 0.0993634 
0.0333333 0.0171529 0.0264282 0.0210479 0.00660146 0.00388905 0.00569242 0.000391841 0.000335453 0.00150536 0.00258325 0.00461673 0.00483644 0.00242083 0.000660836 0.000362697 0.000227365 0.000166005 8.8444e-05 6.24323e-05 
0.0333333 0.0149835 0.0100566 0.011285 0.0765886 0.0851906 0.056923 0.00623009 0.0186083 0.0254719 0.0520403 0.0282521 0.0263521 0.0213172 0.00860661 0.00453955 0.00219204 0.00135365 0.0103413 0.00081657 
0.0333333 0.0275244 0.0646914 0.0857737 0.0187532 0.08529 0.118246 0.0110182 0.0114165 0.0146846 0.0150275 0.00375615 0.00334686 0.0175365 0.00974558 0.00514421 0.00249788 0.00241823 0.00221919 0.0029866 
0.0333333 0.0201523 0.0116648 0.0105231 0.00329174 0.0100635 0.00743472 0.000522313 0.00131306 0.0050606 0.00530144 0.00187021 0.0016461 0.0076992 0.00829989 0.00618127 0.00416912 0.00273732 0.00340224 0.00233896 
0.0333333 0.0333898 0.0193635 0.0121151 0.0232387 0.0160265 0.0112769 0.000729902 0.000741978 0.000373366 0.000934868 0.000781582 0.000691939 0.000883182 0.00110606 0.000607973 0.00206665 0.00257729 0.12156 0.00578418 
0.0333333 0.0150033 0.0159353 0.00802617 0.0114055 0.00755783 0.00812509 0.00427487 0.00525904 0.00679477 0.0115462 0.0107613 0.0123785 0.00454347 0.00333742 0.00175737 0.00100352 0.00135062 0.00297413 0.00262576 
0.0333333 0.0274465 0.0193193 0.0101019 0.00604641 0.00830381 0.00989061 0.000637937 0.00142827 0.0888297 0.145292 0.332968 0.288206 0.53986 0.285952 0.188558 0.130663 0.143358 0.223384 0.287548 
0.0333333 0.0156001 0.0125014 0.0062034 0.00147483 0.00114457 0.000768963 5.79046e-05 0.000927872 0.0048299 0.0127765 0.0592104 0.0521787 0.0983448 0.0635634 0.422645 0.424661 0.546657 0.377345 0.391378 
0.0333333 0.0519497 0.0430017 0.0215264 0.00541716 0.00401647 0.00898939 0.000638367 0.00080851 0.000428924 0.000637141 0.000726244 0.000725233 0.00116007 0.0029016 0.00242735 0.0012976 0.00140145 0.000941199 0.000661724 
0.0333333 0.0184835 0.252512 0.166896 0.0482952 0.0729854 0.109933 0.00844803 0.0108816 0.00727448 0.00423148 0.00079453 0.000690815 7.26963e-05 7.84864e-06 5.23253e-06 2.65942e-06 2.44389e-06 1.5985e-06 1.10646e-06 
0.0333333 0.0201054 0.0109113 0.00543987 0.00127275 0.000916188 0.00396701 0.000737927 0.000908713 0.000712359 0.00109029 0.000610719 0.00052808 0.000112043 2.91939e-05 1.5357e-05 2.42134e-05 3.1919e-05 2.12656e-05 3.64579e-05 
0.0333333 0.0303313 0.0165499 0.00835587 0.00204058 0.00164236 0.00124796 8.07361e-05 0.00056987 0.000797485 0.00109213 0.000609184 0.000840534 5.18907e-05 2.10789e-05 1.23291e-05 6.45012e-06 7.29113e-06 7.41246e-06 7.05257e-06 
0.0333333 0.0150287 0.0179731 0.00920936 0.00206352 0.0021998 0.00148967 9.60283e-05 0.000103614 5.29495e-05 7.18785e-05 3.21034e-05 2.95045e-05 7.19936e-06 3.33486e-06 8.4984e-06 4.0824e-06 2.3145e-06 2.30839e-06 5.53996e-07 
0.0333333 0.154989 0.0951397 0.209247 0.638487 0.562493 0.489793 0.952378 0.841881 0.455491 0.450693 0.141255 0.17101 0.0441262 0.0123219 0.00831004 0.00495047 0.00486927 0.00285963 0.00304191 
0.0333333 0.0207837 0.012193 0.00596183 0.00558198 0.0033296 0.0066375 0.000436381 0.000460108 0.000232396 0.000182681 5.11205e-05 0.000103809 4.23724e-05 3.27293e-05 1.80293e-05 1.09091e-05 7.42775e-06 4.46578e-06 2.43588e-06 
0.0333333 0.0240854 0.0222733 0.0276083 0.0168094 0.0118334 0.0185175 0.0024626 0.00580198 0.00400766 0.0136973 0.0341552 0.0434382 0.0467679 0.0211344 0.0141229 0.010627 0.00950836 0.00992764 0.000856031 
0.0333333 0.0164947 0.0118331 0.0216214 0.0103287 0.010758 0.0150342 0.000969383 0.0125816 0.0107952 0.00410518 0.000510846 0.000474615 0.000810709 0.000790576 0.0039347 0.00416825 0.0079267 0.00586338 0.00596118 
0.0333333 0.0187953 0.0103412 0.00587041 0.0079795 0.00573252 0.00390269 0.000260039 0.000243042 0.000126285 4.7484e-05 4.13927e-06 3.61531e-06 7.14825e-07 1.34063e-07 7.73007e-08 1.39897e-07 2.2997e-07 1.46068e-07 1.32775e-07 
0.0333333 0.0150107 0.0109052 0.00542338 0.0037819 0.00868992 0.00666148 0.000563713 0.00166133 0.00120217 0.000873106 0.000240599 0.000289091 3.78419e-05 5.7277e-06 3.85847e-06 1.88028e-06 2.11716e-06 1.44643e-06 1.07779e-06 
0.0333333 0.134683 0.0813955 0.0489617 0.0201548 0.0134299 0.00901756 0.000592838 0.00063394 0.000392656 0.000505841 0.000235005 0.000202984 0.000104603 5.64642e-05 0.000178188 0.000734889 5.65204e-05 1.45509e-05 2.28156e-06 
0.0333333 0.0218274 0.028237 0.0264358 0.0063944 0.00394795 0.00386017 0.000442372 0.000470748 0.000475789 0.000898162 0.000791923 0.00101233 0.000787472 0.000280905 0.000342715 0.00031552 0.000343597 0.000288479 0.000226119 
0.0333333 0.0716838 0.0389021 0.0198445 0.00428055 0.00416287 0.00335825 0.000433562 0.00066626 0.000420291 0.000393069 0.000239634 0.000216598 0.00027776 0.000106813 7.71504e-05 5.30891e-05 7.01144e-06 1.52911e-06 2.76034e-06 
0.0333333 0.0159452 0.0100283 0.00574928 0.00137524 0.00098732 0.00112545 7.94811e-05 6.96195e-05 3.60365e-05 4.74775e-05 2.35544e-05 2.37012e-05 4.08348e-05 2.03004e-05 1.29727e-05 1.87654e-05 2.42128e-05 7.82175e-06 1.01912e-05 
0.0333333 0.022304 0.0227958 0.0112464 0.00329494 0.00194277 0.00135721 8.75434e-05 7.468e-05 0.000243284 8.00466e-05 1.82941e-05 0.000210007 6.7551e-07 4.09615e-08 2.43299e-08 1.44043e-08 1.53113e-08 1.51589e-08 7.19321e-09 
